ID1,id,author,vachana,author_id
19866,833,ಜೇಡರ ದಾಸಿಮಯ್ಯ,"ಮಡದಿಯ ಪ್ರಾಣಕ್ಕೆ ಮೊಲೆ ಮುಡಿ ಇದ್ದಿತ್ತೆ?
ಒಡೆಯನ ಪ್ರಾಣಕ್ಕೆ ಇದ್ದಿತ್ತೆ ಯಜ್ಞೋಪವೀತ?
ಕಡೆಯಲ್ಲಿದ್ದ ಅಂತ್ಯಜನು ಹಿಡಿದಿದ್ದನೆ ಹಿಡಿಗೋಲ?
ನೀ ತೊಡಕಿಕ್ಕಿದ ತೊಡಕನೀ ಲೋಕದ ಜಡರೆತ್ತ ಬಲ್ಲರೈ ರಾಮನಾಥ.
 ",
19867,1019,ಮನುಮುನಿ ಗುಮ್ಮಟದೇವ,"ಬಯಲು ಬ್ರಹ್ಮಾಂಡಂಗಳಿಲ್ಲದಲ್ಲಿ,
ಯುಗಜುಗಂಗಳು ತಲೆದೋರದಲ್ಲಿ,
ಅಲ್ಲಿಂದಾಚೆ ಹುಟ್ಟಿತ್ತು.
ಕರಚರಣಾದಿ ಅವಯವಂಗಳಿಲ್ಲದ ಶಿಶು.
ಬಲಿವುದಕ್ಕೆ ಬಸಿರಿಲ್ಲ,
ಬಹುದಕ್ಕೆ ಯೋನಿಯಿಲ್ಲ, ಮಲಗುವುದಕ್ಕೆ ತೊಟ್ಟಿಲಿಲ್ಲ.
ಹಿಂದು ಮುಂದೆ ಇಲ್ಲದ, ತಂದೆ ತಾಯಿಯಿಲ್ಲದ ತಬ್ಬಲಿ.
ನಿರ್ಬುದ್ಧಿ ಶಿಶುವಿಂಗೆ ಒಸೆದು ಮಾಡಿಹೆನೆಂಬವರು
ವಸುಧೆಯೊಳಗೆ ಇದು ಹುಸಿಯೆಂದೆ.
ಗೂಡಿನ ಗುಮ್ಮಟನೊಡೆಯ ಅಗಮ್ಯೇಶ್ವರಲಿಂಗದಲ್ಲಿ
ಭರಿತನಾದವಂಗಲ್ಲದಿಲ್ಲ.",
19868,1906,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಕೋಟಿ ಕೋಟಿ ಜನ್ಮವ ತಾಳಿ ಕೋಟಲೆಗೊಳುವುದೇಕಯ್ಯಾ?
ಕೋಟಿಯೊಳಗರ್ಧ, ಅರ್ಧದೊಳಗರ್ಧ ನಾಟಿಸಿದೆ.
`ನಮಃ ಶಿವಾಯ' ಎಂದಡೆ, ಕೋಟಿ ಕೋಟಿ ನರಕಂಗಳನೀಡಾಡಿ,
ಮಹಾದೇವಿಯರ ಮಂರದ ಕೋಟೆಯನೇರಿಸಿತ್ತು.
ನೋಡಾ, ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನಾ.",
19869,936,ಸ್ವತಂತ್ರ ಸಿದ್ಧಲಿಂಗ,"ಚಂದ್ರನಿಲ್ಲದ ರಾತ್ರಿ, ಸೂರ್ಯನಿಲ್ಲದ ದಿವಸವೇತಕ್ಕೆ ಬಾತೆ?
ಅಂತರಂಗ ಸನ್ನಿಹಿತವಾದ ಪರಶಿವನೆಂಬ ಗುರುವಿಲ್ಲದವನ,
ಅರಿವು ಆಚಾರ ಕ್ರಿಯೆ ಭಕ್ತಿ ವಿರಕ್ತಿ ಏತಕ್ಕೆ ಬಾತೆ?
ಇದು ಕಾರಣ,
ಸ್ವಾನುಭಾವಿ ಗುರುವಿನ ಅನುವಿನಲ್ಲಿದ್ದು ಆಚರಿಸುವ,
ಭಕ್ತನ ಆಚಾರ ಶುದ್ಧ, ಆತನ ಭಕ್ತಿ ಜ್ಞಾನ ವೈರಾಗ್ಯ ಶುದ್ಧ.
ಆತನೇ ಮುಕ್ತನಯ್ಯಾ, ನಿಜಗುರು ಸ್ವತಂತ್ರಸಿದ್ಧಲಿಂಗೇಶ್ವರಾ.",
19870,631,ಬಾಲಸಂಗಯ್ಯ ಅಪ್ರಮಾಣ ದೇವ,"ಶಿವತತ್ತ್ವದ ಅಪ್ಪುವಿನ ಮೇಲೆ ನಿರಾಳ ಸ್ವಾಧಿಷಾ*ನಚಕ್ರ,
ಅಲ್ಲಿಯ ಪದ್ಮ ನಾನೂರು ಐವತ್ತು ದಳದ ಪದ್ಮ ;
ಆ ಪದ್ಮವು ಉಪಮೆ ಇಲ್ಲದ ವರ್ಣ.
ಅಲ್ಲಿಯ ಅಕ್ಷರ ನಾನೂರ ಐವತ್ತಕ್ಷರ ;
ಆ ಅಕ್ಷರ ನಿರಾಕಾರವಾಗಿಹುದು.
ಅಲ್ಲಿಯ ಶಕ್ತಿ ನಿರಾಳ ಈಶ್ವರಶಕ್ತಿ.
ನಿತ್ಯಾನಂದಬ್ರಹ್ಮವೆ ಅಧಿದೇವತೆ.
ಅಲ್ಲಿಯ ನಾದ ಪ್ರಣವನಾದ.
ಅಲ್ಲಿಯ ಬೀಜಾಕ್ಷರ ಉಕಾರ ನೋಡಾ
ಅಪ್ರಮಾಣಕೂಡಲಸಂಗಮದೇವಾ.",
19871,916,ಬಾಲಸಂಗಯ್ಯ ಅಪ್ರಮಾಣ ದೇವ,"ಹೆಣ್ಣೆಂಬ ಭೂತವ ಸೋಂಕಿ ಹೆಣನಾಗಿಹ ಗುರುಗಳು
ಗುರುವಲ್ಲವೆಂದುದು ನೋಡಾ ಶ್ರುತಿಗಳು,
ಹೊನ್ನೆಂಬ ಭೂತವ ಸೋಂಕಿ ಹೊಲೆಯನಾಗಿಹ ಗುರುಗಳು
ಗುರುವಲ್ಲವೆಂದುದು ನೋಡಾ ಶ್ರುತಿಗಳು.
ಕಾಮವೆಂಬ ಭೂತವ ಸೋಂಕಿ ಕರ್ಮಿಯಾಗಿಹ ಗುರುಗಳು
ಗುರುವಲ್ಲವೆಂದುದು ನೋಡಾ ಶ್ರುತಿಗಳು.
ಪಾಶವೆಂಬ ಭೂತವ ಸೋಂಕಿ ಪಾಪಿಯಾಗಿಹ ಗುರುಗಳು
ಗುರುವಲ್ಲವೆಂದುದು ನೋಡಾ ಶ್ರುತಿಗಳು.
ಈ ಪಂಚಭೂತಂಗಳನತಿಗಳದು
ಮಹಾಘನದಲ್ಲಿ ನಿಂದ ಮನವು ನಿಜಗುರುವಿಂಗೆ
ನಮೋ ನಮೋ ಎನುತಿದ್ದುದು ನೋಡಾ ಶ್ರುತಿಗಳು,
ಅಪ್ರಮಾಣಕೂಡಲಸಂಗಮದೇವಾ.",
19872,327,ಅಮುಗಿದೇವಯ್ಯ,"ಕ್ಷುತ್ತು ಪಿಪಾಸೆಯರತಡೇನು, ಭಕ್ತನಪ್ಪನೆ?
ಸ್ವೇಚ್ಛಾಗಮನಿಯಾದಡೇನು, ಭಕ್ತನಪ್ಪನೆ?
ತನು ಬಯಲಾದಡೇನು, ಭಕ್ತನಪ್ಪನೆ?
ಅಷ್ಟಮಹಾಸಿದ್ಧಿಯುಳ್ಳರೇನು, ಭಕ್ತನಪ್ಪನೆ?
ಚತುರ್ವಿಧಪದವ ಪಡೆದು ಕೈಲಾಸದಲ್ಲಿದ್ದಡೇನು, ಭಕ್ತನಪ್ಪನೆ?
ಮಹತ್ವವ ಹಲವು ತೋರಿ ಮೆರೆದಡೇನು, ಭಕ್ತನಪ್ಪನೆ?
ಅಲ್ಲಲ್ಲ, ಭಕ್ತಿಯ ಪರಿ ಎಂತೆಂದಡೆ:
ಅಂಗತ್ರಯದಲ್ಲಿ ಲಿಂಗತ್ರಯಸಂಬಂಧವಾಗಿ, ಗುರುಲಿಂಗಜಂಗಮವನಾರಾಧಿಸಿ
ಲಿಂಗತ್ರಯದಲ್ಲಿ ಸಮವೇಧಿಸಿ, ಆ ತ್ರಿವಿಧಲಿಂಗ ಜಂಗಮವನಾರಾಧಿಸಿ,
ಪ್ರಸಾದಗ್ರಾಹಿಯಾದಲ್ಲದೆ ಭಕ್ತನಲ್ಲವೆಂದು
ಸಿದ್ಧಸೋಮನಾಥನ ಶರಣರು ನುಡಿವರಯ್ಯಾ ಪ್ರಭುವೆ.",
19873,492,ಬಸವಣ್ಣ,"ವಚನದಲ್ಲಿ ನಾಮಾಮೃತ ತುಂಬಿ,
ನಯನದಲ್ಲಿ ಮೂರುತಿ ತುಂಬಿ,
ಮನದಲ್ಲಿ ನಿಮ್ಮ ನೆನಹು ತುಂಬಿ,
ಕಿವಿಯಲ್ಲಿ ಕೀರುತಿ ತುಂಬಿ.
ಕೂಡಲಸಂಗಮದೇವಾ
ನಿಮ್ಮ ಚರಣಕಮಲದೊಳಗಾನು ತುಂಬಿ.       492",
19874,329,ಚೆನ್ನಬಸವಣ್ಣ,"ಪೃಥ್ವಿಮದ ಸಲಿಲಮದ ಪಾವಕಮದ (ಪವನಮದ)
ಅಂಬರಮದ ರವಿಮದ ಶಶಿಮದ ಆತ್ಮಮದ-
ಇಂತೀ ಅಷ್ಟಮದಂಗಳ ವಿವರ:
ಪೃಥ್ವಿಮದವೆತ್ತಿದಲ್ಲಿ ತನುಗುಣಭರಿತನಾಗಿಹ,
ಸಲಿಲಮದವೆತ್ತಿದಲ್ಲಿ ಸಂಸಾರಭರಿತನಾಗಿಹ,
ಪಾವಕಮದವೆತ್ತಿದಲ್ಲಿ ಕಾಮ್ಯರಸಭರಿತನಾಗಿಹ,
ಪವನಮದವೆತ್ತಿದಲ್ಲಿ ಇರ್ದಠ್ಞವಿನಲ್ಲಿರ್ದು
ಜಂಬೂದ್ವೀಪಭರಿತನಾಗಿಹ,
ಅಂಬರಮದವೆತ್ತಿದಲ್ಲಿ ವಾಹನಭರಿತನಾಗಿಹ,
ರವಿ ಮದವೆತ್ತಿದಲ್ಲಿ ಕೋಪಾಗ್ನಿಭರಿತನಾಗಿಹ,
ಶಶಿಮದವೆತ್ತಿದಲ್ಲಿ ಚಿಂತಾಭರಿತನಾಗಿಹ,
ಆತ್ಮಮದವೆತ್ತಿದಲ್ಲಿ ಅಹಂಕಾರಭರಿತನಾಗಿಹ.
ಇಂತೀ ಅಷ್ಟಮದವಳಿದು ನಿಜವನರಿಯ ಬಲ್ಲರೆ, ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯನಲ್ಲಿ
ಶಿವಯೋಗಿಗಳೆಂಬೆನು.",
19875,364,ಸಂಗಮೇಶ್ವರದ ಅಪ್ಪಣ್ಣ,"ಹರನ ಕೈಯ ಕಪಾಲವಿ[ಡಿ]ದ ತೆರನನರಿಯದಲ್ಲಾ ಲೋಕ.
ನರಜನ್ಮಕ್ಕಾಹುತಿಯ ಬಗೆದು, ಅರುವತ್ತುನಾಲ್ಕು ಭಾಗವ ಮಾಡಿ,
ಚೌಷಷ್ಟಿವಿದ್ಯವು ನಿಮಗೆ ಕಾಯಕಪ್ಪರವೆಂದು
ಕೈವರ್ತಿಸಿದನೀ ಜಗಕ್ಕೆ ಶಿವನು.  ಇದು ಕಾರಣ,
ಶಿವಭಕ್ತರು ಕರ್ಮಮೂಲ ಕಾಯಕವಿಡಿದು ಬಂದುವೆ ಲಿಂಗಕ್ಕರ್ಪಿತ.
ಕಾಯಕ ಹೀನವೆಂದು ಬಿಟ್ಟು ಹಿಡಿದಡೆ ಭಕ್ತನಲ್ಲ.
ಪಥಕ್ಕೆ ಸಲ್ಲ , ಪುರಾತನರೊಲ್ಲರು, ಲಿಂಗ ಮೆಚ್ಚಲ್ಲ,
ಬಸವಪ್ರಿಯ ಕೂಡಲಚೆನ್ನಸಂಗಮದೇವಾ.",
19876,105,ಅಕ್ಕಮಹಾದೇವಿ,"ಎನ್ನ ಮನವ ಮಾರುಗೊಂಡನವ್ವಾ,
ಎನ್ನ ತನುವ ಸೂರೆಗೊಂಡನವ್ವಾ,
ಎನ್ನ ಸುಖವನೊಪ್ಪುಗೊಂಡನವ್ವಾ.
ಎನ್ನ ಇರವನಿಂಬುಗೊಂಡನವ್ವಾ. ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ಒಲುಮೆಯವಳಾನು.",
19877,314,ಅಮರಗುಂಡದ ಮಲ್ಲಿಕಾರ್ಜುನ ತಂದೆ,"ಕಾಯವೆಂಬ ಪಟ್ಟಣಕ್ಕೆ ಸತ್ಯವೆಂಬ ಕೋಟೆಯನಿಕ್ಕಿ,
ಧರ್ಮಾರ್ಥಕಾಮಮೋಕ್ಷಂಗಳೆಂಬ
ಉಕ್ಕಡದವರೆಚ್ಚತ್ತಿರಿ! ಎಚ್ಚತ್ತಿರಿ!
ಭಯ ಘನ! ಭಯ ಘನ!
ಅಜ್ಞಾನವೆಂಬ ತೀವ್ರ ಕತ್ತಲೆ ಕರ ಘನ! ಕರ ಘನ!
ಒಂಬತ್ತು ಬಾಗಿಲ ಜತನವ ಮಾಡಿ! ಜತನವ ಮಾಡಿ!
ಜ್ಞಾನಜ್ಯೋತಿಯ ಪ್ರಬಲವ ಮಾಡಿ! ಪ್ರಬಲವ ಮಾಡಿ!
ಐವರು ಕಳ್ಳರು ಕನ್ನವ ಕೊರೆವುತೈದಾರೆ,
ಸುವಿಧಾನವಾಗಿರಿ! ಸುವಿಧಾನವಾಗಿರಿ!
ಜೀವಧನವ ಜತನವ ಮಾಡಿ! ಜತನವ ಮಾಡಿ!
ಭಳಿರೆಲಾ! ಭಳಿರೆಲಾ!
ಪಟ್ಟಣದ ಮೂಲಸ್ಥಾನದ ಶಿಖರದ ಮೇಲಣ
ಬಾಗಿಲ ತೆರೆದು, ನಡೆವುದೆ ಸುಪಥ ಸ್ವಯಂಭುನಾಥನಲ್ಲಿಗೆ.
ಇದನರಿತು ಮಹಾಮಹಿಮ ಮಾಗುಡದ ಮಲ್ಲಿಕಾರ್ಜುನದೇವರಲ್ಲಿ
ಎಚ್ಚರಿಕೆಗುಂದದಿರಿ! ಎಚ್ಚರಿಕೆಗುಂದದಿರಿ!
 ",
19878,1092,ಜಕ್ಕಣಯ್ಯ,"ಜ್ಞಾನವೆಂಬ ಗದ್ದುಗೆಯ ಮೇಲೆ ಸದಮಲವೆಂಬ ಪಾವಡವ ಹಾಸಿ,
ಪರಬ್ರಹ್ಮವೆಂಬ ಲಿಂಗನ ಮೂರ್ತಿಗೊಳಿಸಿ,
ಆ ಲಿಂಗಕ್ಕೆ ಸಜ್ಜನವೆಂಬ ಮಜ್ಜನವ ನೀಡಿ,
ಅಂತರಂಗದ ಬೆಳಗಿನ ಮಹಾಚಿದ್ವಿಭೂತಿಯಂ ಧರಿಸಿ,
ನಿರ್ಮಲವೆಂಬ ಗಂಧವನೊರೆದು, ಸುಜ್ಞಾನವೆಂಬ ಅಕ್ಷತೆಯನಿಟ್ಟು,
ನಿರ್ಭಾವವೆಂಬ ಪತ್ರಿಯನೇರಿಸಿ, ನಿದ್ರ್ವಂದ್ವವೆಂಬ ಧೂಪವ ತೋರಿ,
ಹರಹರಾ ಶಿವಶಿವಾಯೆಂದು ಅರ್ಚಿಸುತಿರ್ದೆನಯ್ಯ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
19879,489,ಘಟ್ಟಿವಾಳಯ್ಯ,"ನೀರೊಳಗೆ ಕಿಚ್ಚಿರ್ದು ನೆಳಲ ಸುಟ್ಟಿತ್ತು!
ನೆಳಲ ಸುಟ್ಟ ಬೂದಿಯನಿಟ್ಟು ಕೊಂಡಡೆ ಭೂಮಿ ಸತ್ತಿತ್ತು!
ಆಕಾಶ ಹೊತ್ತಿತ್ತು! ದೇವನ ದೇವತ್ವ ಕೆಟ್ಟಿತ್ತು!
ದೇವಿಯ ಒಕತನ ಮುರಿಯಿತ್ತು!
ಕೇಳಬಾರದ ಠಾವಿನಲ್ಲಿ ಕಾಣಬಾರದ ಲಿಂಗ ಮೂರ್ತಿಗೊಂಡಿರೆ
ನೋಡಬಾರದ ಪೂಜೆಯಾಯಿತ್ತು!
ಚಿಕ್ಕಯ್ಯಪ್ರಿಯ ಸಿದ್ಧಲಿಂಗಾ
ಪ್ರಭುದೇವ [ರ] ನಿಲವ ಕಂಡು ಇಲ್ಲ ಇಲ್ಲವೆನುತಿರ್ದೆನು.",
19880,776,ಆದಯ್ಯ,"ಅಂತರಂಗದ ಆತ್ಮಜ್ಯೋತಿ ಬಹಿರಂಗವ ಮುಟ್ಟಿ
ಮುಟ್ಟದು ನೋಡಾ.
ಓದುವಾದಿಂಗೆ ನಿಲುಕದು, ಶ್ರತಿಸ್ಮøತಿಗಳಿಗೆ ಅಳವಡದು ನೋಡಯ್ಯಾ.
ಸೌರಾಷ್ಟ್ರ ಸೋಮೇಶ್ವರಲಿಂಗದ
ಅನುಸಂಧಾನದಲ್ಲಿ ನಿಂದುದು ನೋಡಾ.",
19881,403,ಘಟ್ಟಿವಾಳಯ್ಯ,"ಅಂಗವ ಬಂಧಿಸಿದಲ್ಲಿ ನಾ ನೊಂದುದಿಲ್ಲ.
ಅದು ಮಲದೇಹ, ಮಾಯೆಯ ಸೊಮ್ಮು.
ಲಿಂಗವ ತೆಗೆದೆಹೆನೆಂದಡೆ ಅದು ಜಗದ ಕುರುಹು;
ಅದು ನನ್ನದಲ್ಲ.
ಆ ಗುಣ ನಿಮ್ಮ ಸಂದೇಹಕ್ಕೊಳಗಾಯಿತ್ತು.
ಎನಗಿನ್ನಾವ ಉಭಯದ ಹಂಗಿಲ್ಲ.
ಚಿಕ್ಕಯ್ಯಪ್ರಿಯ ಸಿದ್ಧಲಿಂಗ ಇಲ್ಲ ಇಲ್ಲ ಎಂದೆ.",
19882,639,ಮಡಿವಾಳ ಮಾಚಿದೇವ,"ನವಸಾರ ಅಷ್ಟಸಾರ ದಶಸಾರ
ಪಂಚಸಾರ ಚತುಸ್ಸಾರ ಏಕಸಾರ.
ಇಂತಿವನತಿಗಳೆದ ಮಹಾಮಹಿಮನ ನಿಲವು,
ಲಿಂಗದಲ್ಲಿ ಸಂಪೂರ್ಣ, ಜಂಗಮದಲ್ಲಿ ಅತಿಸಹಜ,
ಪ್ರಸಾದದಲ್ಲಿ ತದ್ಗತ.
ಇಂತು ಸರ್ವಾಂಗದಲ್ಲಿ ಸಂಪೂರ್ಣನಾದ ನಿಜೈಕ್ಯನ ನಿಲವು ಸುಜ್ಞಾನ.
ಸುಜ್ಞಾನಸಿಂಹಾಸನದ ಮೇಲೆಯಿದ್ದು
ನಿಶ್ಚಿಂತನಾಗಿ ಇಪ್ಪುದು, ಕಲಿದೇವಯ್ಯ.",
19883,292,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಉದಕದೊಳಗೆ ಕಿಚ್ಚು ಹುಟ್ಟಿ ಸುಡುತಿರ್ದುದ ಕಂಡೆ,
ಗಗನದ ಮೇಲೆ ಮಾಮರನ ಕಂಡೆ,
ಪಕ್ಕವಿಲ್ಲದ ಹಕ್ಕಿ ಬಯಲ ನುಂಗಿತ್ತ [ಕಂಡೆ] ಗುಹೇಶ್ವರಾ.",
19884,381,ಅರಿವಿನ ಮಾರಿತಂದೆ,"ಬೀಜವಿಲ್ಲದೆ ಬೆಳೆವುಂಟೆ, ಅಯ್ಯಾ ? ನಾದವಿಲ್ಲದೆ ಶಬ್ದವುಂಟೆ, ಅಯ್ಯಾ?
ದೃಷ್ಟಿಯಿಲ್ಲ[ದೆ] ಕಳೆ ಉಂಟೆ, ಅಯ್ಯಾ ?
ಅಂಗಸಹಿತವಾಗಿ ಸರ್ವಸಂಗವನರಿಯಬೇಕಲ್ಲದೆ,
ನಿರಂಗ ಅಂಗದಲ್ಲಿ ಹೊಕ್ಕು ಸರ್ವಭೋಗಂಗಳ ಕಾಬುದಕ್ಕೆ ಇದೇ ದೃಷ್ಟ.
ಬಂಗಾರದ ಒಡಲಿನಲ್ಲಿ ಬಣ್ಣ ನಿಂದು ಲೆಕ್ಕವಟ್ಟಂತೆ ಬಾಹಂತೆ,
ಆತ್ಮನ ದೃಷ್ಟನ ಕಂಡು ಮತ್ತೆ ಆಧ್ಯಾತ್ಮವೆನಲೇಕೆ ?
ಘಟದ ಮಧ್ಯದಲ್ಲಿ ನಿಂದು ನುಡಿವುದೆ ಕ್ರೀಯೆಂದೆ,
ಸದಾಶಿವಮೂರ್ತಿಲಿಂಗವನರಿವುದಕ್ಕೆ.",
19885,935,ಚೆನ್ನಬಸವಣ್ಣ,"ಅಯ್ಯಾ, ಸಮಸ್ತ ಮಾಯಾಬಲೆಯಲ್ಲಿ, ಜನ್ಮಜನ್ಮಾಂತರವೆತ್ತತೊಳಲಿ ಬಳಲಿ
ಅಂತ್ಯದಲ್ಲಿ ಜ್ಞಾನೋದಯವಾಗಿ `ಶಿವಧೋ' ಎಂದು
ಗುರೂಪಾವಸ್ಥೆಯ ಮಾಡುತಿರ್ದ ಶಿವಕಳಾತ್ಮಂಗೆ
ಶ್ರಿಗುರು ಪ್ರತ್ಯಕ್ಷವಾಗಿ ಕೃಪಾದೃಷ್ಟಿಯಿಂದ ನೋಡಲು
ಆ ಶಿವಕಳಾತ್ಮನು ಅತಿಸಂತೋಷದಿಂದ
`ಎಲೆ ಗುರುನಾಥನೆ, ಎನ್ನ ಅಪರಾಧವ ನೋಡದೆ
ನಿನ್ನ ದಯಾಂಬುಧಿಯಲ್ಲಿ ಮಡಗಿಕೋ,
ಎನ್ನ ಸರ್ವಾಧಾರ ಮೂರ್ತಿಯೆ' -ಎಂದು ಅಭಿನಂದಿಸಲು
ಆಗ, ಶ್ರೀಗುರುನಾಥನು ಮಹಾಸಂತೋಷ ಹುಟ್ಟಿ
ಆ ಶಿವಕಳಾತ್ಮಂಗೆ ಪೂರ್ವದ ಜಡಶೈವಮಾರ್ಗವ ಬಿಡಿಸಿ
ನಿಜ ವೀರಶೈವದೀಕ್ಷೆಯನೆ ಇತ್ತು ಹಸ್ತಮಸ್ತಕಸಂಯೋಗವ ಮಾಡಿ
ಅಂತರಂಗದಲ್ಲಿರುವ ಪ್ರಾಣಲಿಂಗವ ಬಹಿಷ್ಕರಿಸಿ, ಕರಸ್ಥಲಕ್ಕೆ ತಂದುಕೊಟ್ಟನು.
ಮತ್ತಾ ಲಿಂಗವ ಸರ್ವಾಂಗದಲ್ಲಿ ಪೂರ್ಣವ ಮಾಡಿ
ಲಿಂಗಾಂಗ ಷಟ್‍ಸ್ಥಾನವ ತೋರಿ
ಚಿದ್ವಿಭೂತಿ, ರುದ್ರಾಕ್ಷಿ, ಪಂಚಾಕ್ಷರಿ, ಷಡಕ್ಷರಿ
ಮೊದಲಾದ ಸಪ್ತಕೋಟಿ ಮಹಾಮಂತ್ರವನರುಹಿ
ಷಟ್‍ಸ್ಥಲಮಾರ್ಗ, ಷಡ್ವಿಧ ಶೀಲ ವತ್ರನೇಮಂಗಳನರುಹಿ
ಷೋಡಶಭಕ್ತಿಯ ಮಾರ್ಗವ ತಿಳುಹಿ, ಬತ್ತೀಸ ಕಳೆಯ ನೆಲೆಯನರುಹಿ
ಷೋಡಶವರ್ಣ, ದ್ವಾದಶಾಚಾರ, ಸಗುಣನಿರ್ಗುಣಲೀಲೆಯ ಕರುಣಿಸಿ
ನನಗೂ ನಿನಗೂ ಚೈತನ್ಯಸ್ವರೂಪವಾದ ನಿರಂಜನಜಂಗಮಲಿಂಗ
ಲಿಂಗಜಂಗಮವೆ ಗತಿಯೆಂದು ನಿರೂಪವ ಕೊಡಲು-
ಆಚರಣೆಯ ವಿಚಾರವ ಕರುಣಿಸಬೇಕಯ್ಯಾ ಸ್ವಾಮಿ ಎಂದು ಬೆಸಗೊಳಲು,
ಕೇಳಯ್ಯಾ, ವರಕುಮಾರ ದೇಶಿಕೋತ್ತಮನೆ
ಆ ಲಿಂಗಜಂಗಮ ಜಂಗಮಲಿಂಗದಾಚರಣೆಯ ಸಂಬಂಧವ:
ಸದ್ಗುರುಮಾರ್ಗಹಿಡಿದ ಜಂಗಮ, ಭಕ್ತನಾದ ನಿಜಪ್ರಸಾದಿ
ಇವರಿಬ್ಬರಾಚರಣೆಯ ನಿನ್ನೊಬ್ಬನಲ್ಲಿ ಹುರಿಗೊಳಿಸಿಕೊಟ್ಟೆವು ನೋಡಯ್ಯಾ.
ಅದೆಂತೆಂದಡೆ:ಕ್ರಿಯಾಜಂಗಮಮೂರ್ತಿಗಳು ನಿನ್ನರ್ಚನಾ ಸಮಯಕ್ಕೆ
ದಿವಾರಾತ್ರಿಗಳೆನ್ನದೆ ಒದಗಿ ಬಂದಲ್ಲಿ,
ಅಚ್ಚಪ್ರಸಾದಿಯೋಪಾದಿಯಲ್ಲಿ, ಕ್ರಿಯಾಚರಣೆಯನ್ನಾಚರಿಸುವುದಯ್ಯಾ.
ನಿನ್ನ ಸಮಯೋಚಿತಕ್ಕೆ ಕ್ರಿಯಾಜಂಗಮ ದೊರೆಯದಿರ್ದಡೆ
ದಿವಾರಾತ್ರಿಯಲ್ಲಿ ನಿಚ್ಚಪ್ರಸಾದಿ ಸಂಬಂಧದಂತೆ
ಜ್ಞಾನಜಂಗಮಸ್ವರೂಪವಾದ ಇಷ್ಟಮಹಾಲಿಂಗದಲ್ಲಿ
ಚಿದ್ಘನತೀರ್ಥಪ್ರಸಾದವ ಸಮರ್ಪಿಸಿ
ತಾನಾ ಪರಿಣಾಮಪ್ರಸಾದದಲ್ಲಿ ಲೋಲುಪ್ತನಾದಾತನೆ
ಲಿಂಗಭಕ್ತನಾದ ಸಮಯಪ್ರಸಾದಿ ನೋಡಾ,
ಕೂಡಲಚೆನ್ನಸಂಗಮದೇವಾ.",
19886,787,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಕಣ್ಣಿನಿಂದ ಕಾಲಕಳೆದವರು, ಕಣ್ಣಿನಿಂದ ಕಣ್ಣಕಳೆದವರು,
ಕಣ್ಣಿನಿಂದ ಕಿವಿಯಕಳೆದವರು,
ಕಣ್ಣಿನಿಂದ ಮೂಗಕಳೆದವರು, ಕಣ್ಣನಿಂದ ಜಿಹ್ವೆಯ ಕಳೆದವರು,
ಕಣ್ಣಿನಿಂದ ಸರ್ವಾಂಗವನು ಕಳೆದವರು.
ಕಣ್ಣನಿಂದ ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗವೆಂಬ
ನಾಮವ ಕಳೆದವರು ಶರಣರು.",
